CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,LpGBT_L0_version,LpGBT_L1_version,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
492,0xd81e,0xd84f,0x8cad10a8,0xe4aa6378,V1,V1,9,15,22.1374074921797,0.000246034013304262,-0.00123049217590354,9.66465687821216E-05,2025-03-24 10:01:17.263757,22.1374074921797,0.000245679147757091,-0.00127068668445146,9.32895513429128E-05,2025-03-24 10:01:17.263757,11.6990920881971,0.000245850531695922,-0.0011747576326599,9.67229567100207E-05,2025-03-24 10:19:22.746453,11.6990920881971,0.000245502790927056,-0.00123815663433802,9.31816649457183E-05,2025-03-24 10:19:22.746453,-28.4145876249332,0.000245422013441244,-0.00112268305473995,9.67847169282156E-05,2025-03-24 11:05:17.362953,-28.4145876249332,0.000245085131591796,-0.00120167914693281,9.28974458357125E-05,2025-03-24 11:05:17.362953,True
493,0xdb10,0xdb2a,0xc4ae3101,0x42c37e0,V1,V1,14,18,22.1374074921797,0.00024565193539161,-0.00141717301207939,9.67171501535675E-05,2025-03-24 10:01:17.271488,22.1374074921797,0.000246078776678321,-0.00154804893405897,0.000102311733999163,2025-03-24 10:01:17.271488,11.6990920881971,0.000245527515662014,-0.00140762990584831,9.67403071379718E-05,2025-03-24 10:19:22.755039,11.6990920881971,0.000246016991951112,-0.00152056611729612,0.000102452305633538,2025-03-24 10:19:22.755039,-28.4145876249332,0.000245210732854871,-0.00133004006093096,9.67799914354944E-05,2025-03-24 11:05:17.369958,-28.4145876249332,0.000246094123525602,-0.00150406396231972,0.000103029480463731,2025-03-24 11:05:17.369958,True
494,0xdb40,0xdb5a,0x5aaa1d48,0xfaafa53c,V2,V2,6.5,10.5,22.1374074921797,0.000245153598699144,-0.00172777128680573,9.84257135472519E-05,2025-03-24 10:01:17.279274,22.1374074921797,0.000245584076044516,-0.00122307621665113,9.29108707308319E-05,2025-03-24 10:01:17.279274,11.6990920881971,0.000244595037687798,-0.00163552626681684,9.85341550411783E-05,2025-03-24 10:19:22.763754,11.6990920881971,0.000245089802509217,-0.00110682802759743,9.29752004935511E-05,2025-03-24 10:19:22.763754,-28.4145876249332,0.000242503633613092,-0.00156983112726194,9.84952948016837E-05,2025-03-24 11:05:17.376960,-28.4145876249332,0.000243959442336449,-0.00107836394017197,9.28944812833726E-05,2025-03-24 11:05:17.376960,True
495,0xd830,0xd848,0xb2a9219f,0x9aaa78b8,V2,V2,15,24.5,26.0574502174411,0.000245306667307001,-0.00232163286875187,8.9980763011243E-05,2025-06-16 11:27:45.758167,26.0574502174411,0.000245133536558866,-0.000902582472198321,0.000107404895163941,2025-06-16 11:27:45.758167,11.7818722819867,0.000244814645117368,-0.00227015809329006,8.98447035944779E-05,2025-06-16 11:48:36.798060,11.7818722819867,0.00024546074268697,-0.000945670554741263,0.000107581268668156,2025-06-16 11:48:36.798060,-28.0193789578088,0.000243325278626837,-0.00218589658615315,8.93191175278231E-05,2025-06-16 12:22:36.530178,-28.0193789578088,0.000245983129243004,-0.000871282645210081,0.000108046290201698,2025-06-16 12:22:36.530178,False
496,0xd6ff,0xd6fb,0xecabd30d,0x84287b14,V1,V1,13,20.5,22.1374074921797,0.000245662196034437,-0.00175426407091522,9.60955155543763E-05,2025-03-24 10:01:17.287038,22.1374074921797,0.000245941194227334,-0.000866538258882721,9.83928814423283E-05,2025-03-24 10:01:17.287038,11.6990920881971,0.000245104490585191,-0.00175561340040475,9.59394984968884E-05,2025-03-24 10:19:22.772268,11.6990920881971,0.000246284496612696,-0.000927009654606736,9.84376410001527E-05,2025-03-24 10:19:22.772268,-28.4145876249332,0.000243353878062617,-0.00165032399255083,9.56910340227604E-05,2025-03-24 11:05:17.383872,-28.4145876249332,0.000247404101055565,-0.000895294676745095,9.87457095983876E-05,2025-03-24 11:05:17.383872,False
497,0xd903,0xd906,0xb22ed1b2,0xfa2809d4,V2,V2,13,6,22.1374074921797,0.000244875867318312,-0.00133533252357382,9.70262671962721E-05,2025-03-24 10:01:17.294846,22.1374074921797,0.000244943917004704,-0.00113720714039273,9.55954696433317E-05,2025-03-24 10:01:17.294846,11.6990920881971,0.000244135923188563,-0.00136943513883536,9.68723326886472E-05,2025-03-24 10:19:22.780982,11.6990920881971,0.000244279131337222,-0.0011029048014729,9.55627700147313E-05,2025-03-24 10:19:22.780982,-28.4145876249332,0.000241651075371333,-0.00130138409574798,9.64693003324237E-05,2025-03-24 11:05:17.390891,-28.4145876249332,0.000242100861921538,-0.00105682582149563,9.53060283707528E-05,2025-03-24 11:05:17.390891,True
498,0xd805,0xd81b,0xc2dcabe,0x6c2e425a,V1,V1,18,11,22.1374074921797,0.000245060777256869,-0.000880731944535085,9.65220820609181E-05,2025-03-24 10:01:17.302662,22.1374074921797,0.000245421740516048,-0.0010067800954271,9.78514456142098E-05,2025-03-24 10:01:17.302662,11.6990920881971,0.000245074966278881,-0.000863037990778581,9.66332309416827E-05,2025-03-24 10:19:22.790036,11.6990920881971,0.000245124945881987,-0.00101832436638172,9.77989133146436E-05,2025-03-24 10:19:22.790036,-28.4145876249332,0.000245122684950571,-0.000924761222190318,9.69757057538353E-05,2025-03-24 11:05:17.397961,-28.4145876249332,0.00024391652677599,-0.00100572901832424,9.75386090993792E-05,2025-03-24 11:05:17.397961,True
499,0xd89e,0xd8b6,0xa42c9475,0xc4ab910e,V1,V1,21,12.5,22.1374074921797,0.00024505521537545,-0.00150022719210358,0.000101526582165133,2025-03-24 10:01:17.310419,22.1374074921797,0.000244915560122232,-0.000943539065632548,9.94317747644338E-05,2025-03-24 10:01:17.310419,11.6990920881971,0.000245180265008244,-0.00145761729365057,0.000101760074613812,2025-03-24 10:19:22.798926,11.6990920881971,0.000244873569059127,-0.000943411255214077,9.97242724459449E-05,2025-03-24 10:19:22.798926,-28.4145876249332,0.000245406745649812,-0.0014511903522948,0.000102454601629191,2025-03-24 11:05:17.405240,-28.4145876249332,0.000244679301652848,-0.000950357099137322,0.000100341314040753,2025-03-24 11:05:17.405240,True
500,0xd861,0xd87a,0xdaab9123,0x322a91d3,V2,V2,4,16.5,26.0574502174411,0.000245444714850414,-0.00218070930501968,9.39365254600771E-05,2025-06-16 11:27:45.793996,26.0574502174411,0.000245313201543246,-0.00102583044834292,9.20188448417115E-05,2025-06-16 11:27:45.793996,11.7818722819867,0.000245756723537174,-0.0021588888581015,9.41059740786235E-05,2025-06-16 11:48:36.820004,11.7818722819867,0.000244796957488609,-0.000873038116270708,9.20624398770392E-05,2025-06-16 11:48:36.820004,-28.0193789578088,0.000246596472547471,-0.00217232872767076,9.45019009705989E-05,2025-06-16 12:22:36.556935,-28.0193789578088,0.000243531530722845,-0.000737784715885315,9.19560143205418E-05,2025-06-16 12:22:36.556935,False
501,0xd698,0xd66d,0x1a2cb62a,0xfa28176f,V2,V2,23.5,10.5,22.1374074921797,0.000245721335337899,-0.00110109932208607,9.77275168352469E-05,2025-03-24 10:01:17.318211,22.1374074921797,0.000246070878616319,-0.000891232178492796,9.42185005130116E-05,2025-03-24 10:01:17.318211,11.6990920881971,0.000245713750775374,-0.00104987723811711,9.76453889355903E-05,2025-03-24 10:19:22.807681,11.6990920881971,0.000245865272866548,-0.000882188141723472,9.41211102201938E-05,2025-03-24 10:19:22.807681,-28.4145876249332,0.000245459220413818,-0.00105346185222277,9.73659493974117E-05,2025-03-24 11:05:17.412573,-28.4145876249332,0.000245065005808333,-0.000936586223226399,9.35543845887916E-05,2025-03-24 11:05:17.412573,True
502,0xdb0e,0xdb25,0x84a9e1f0,0xacaf2e78,V1,V1,9.5,12.5,22.1374074921797,0.000245686706561364,-0.000575769159311845,0.000101899311445895,2025-03-24 10:01:17.326002,22.1374074921797,0.000246082250150804,-0.000485505991594137,9.65486258882401E-05,2025-03-24 10:01:17.326002,11.6990920881971,0.000245539946649846,-0.000574779405264903,0.000102026119194075,2025-03-24 10:19:22.816677,11.6990920881971,0.000245785616015884,-0.000467222285649549,9.66020973207588E-05,2025-03-24 10:19:22.816677,-28.4145876249332,0.000245055774418198,-0.000578890120070563,0.000102265840860847,2025-03-24 11:05:17.419680,-28.4145876249332,0.000244675442031042,-0.000441010845995682,9.66728135719255E-05,2025-03-24 11:05:17.419680,True
503,0xd762,0xd76c,0xc4ae6b0e,0x8cab8ffd,V1,V1,17.5,12,23.1441214618143,0.000245538548404991,-0.00134482460943097,0.000100856134794671,2025-03-25 09:21:39.278242,23.1441214618143,0.000245339982323196,-0.00116625851125146,9.67502732580222E-05,2025-03-25 09:21:39.278242,11.7364766918441,0.000246012307929502,-0.00136415160371911,0.000101009354846748,2025-03-25 09:54:01.947351,11.7364766918441,0.000245612347744956,-0.00121000825820822,9.69528450898116E-05,2025-03-25 09:54:01.947351,-28.2356755931945,0.000247146982981418,-0.00127903021449638,0.000101451288830208,2025-03-25 10:22:34.740035,-28.2356755931945,0.000246519086879502,-0.00120045101210131,9.76471823526324E-05,2025-03-25 10:22:34.740035,True
504,0xdab7,0xdad0,0x52aef461,0xda2f3768,V2,V2,2.5,12,26.0574502174411,0.00024563272836837,-0.00296806129324978,9.56864741300803E-05,2025-06-16 11:27:45.782216,26.0574502174411,0.000245259101220998,-0.00118760554381481,9.30857532453049E-05,2025-06-16 11:27:45.782216,11.7818722819867,0.00024568735947365,-0.00294675758926205,9.57789638453078E-05,2025-06-16 11:48:36.808990,11.7818722819867,0.0002445502213726,-0.00104141978470257,9.3115584097888E-05,2025-06-16 11:48:36.808990,-28.0193789578088,0.000245913917720453,-0.00299993904463541,9.61393767380172E-05,2025-06-16 12:22:36.543863,-28.0193789578088,0.000242581456152294,-0.000879636339924328,9.2958060148948E-05,2025-06-16 12:22:36.543863,True
505,0xd85f,0xd875,0xfa2d9c4b,0x9aa90593,V2,V2,26,16.5,26.1429007400626,0.000245327294601369,-0.00144025088376132,0.00010003733761186,2025-07-03 09:15:55.955275,26.1429007400626,0.000245274003719972,0.000251757449223622,9.83645254643835E-05,2025-07-03 09:15:55.955275,11.1837186236362,0.000245373942990588,-0.00152252944703363,0.000100088501862654,2025-07-03 09:27:47.192089,11.1837186236362,0.000245035689690598,0.000241864225642874,9.83059639664727E-05,2025-07-03 09:27:47.192089,-28.6015106431678,0.000245186431468783,-0.00156873300055754,0.000100479833091296,2025-07-03 09:52:11.731320,-28.6015106431678,0.000244161733711347,7.42500765502085E-05,9.80280718663374E-05,2025-07-03 09:52:11.731320,True
506,0xd6a6,0xd6b6,0x4cab5ddc,0x4ad989b,V1,V1,10.5,18,23.1441214618143,0.000245231120002486,-0.00103667413180053,9.71892962575802E-05,2025-03-25 09:21:39.286183,23.1441214618143,0.000245530264943584,-0.00130364151736517,9.65379366913013E-05,2025-03-25 09:21:39.286183,11.7364766918441,0.000244710764727075,-0.0010088044818401,9.71766577311882E-05,2025-03-25 09:54:01.953871,11.7364766918441,0.000245567749944874,-0.00127725506100745,9.6474675888347E-05,2025-03-25 09:54:01.953871,-28.2356755931945,0.000243424914963693,-0.00109868922634659,9.72456012883228E-05,2025-03-25 10:22:34.747251,-28.2356755931945,0.000245719837672523,-0.00128481479422737,9.62882097792223E-05,2025-03-25 10:22:34.747251,True
507,0xdb00,0xdb1a,0x5a2811c6,0xbaab32dc,V2,V2,24.5,18,24.7676813916228,0.000244201747232558,0.000376858517251721,0.000107805676028527,2025-05-01 14:54:51.615265,24.7756923781186,0.000245148483152744,-0.000455443526218957,0.00010297016664269,2025-05-05 10:09:48.141769,11.7231250476844,0.00024517372897191,-0.00114329463966234,0.000107621518492118,2025-04-17 10:35:46.806546,11.7071030746929,0.000244883393237982,-0.00149563250145496,0.000102429495354751,2025-04-24 09:00:36.347886,-28.1448844129091,0.000245363660283244,-0.00120481144732748,0.000108212219654209,2025-04-17 11:10:45.735400,-28.1448844129091,0.000243660591854674,-0.00132627123274681,0.000102939243009826,2025-04-17 11:10:45.735400,False
508,0xd674,0xd6ae,0x84ac4439,0x24a924cf,V1,V1,9,15,23.1441214618143,0.000245802524012663,-0.00139336372173016,9.87630659572144E-05,2025-03-25 09:21:39.293987,23.1441214618143,0.000245012745670635,-0.00134601405335533,9.2244073186586E-05,2025-03-25 09:21:39.293987,11.7364766918441,0.000245349465482781,-0.00133800694870184,9.89038300372302E-05,2025-03-25 09:54:01.961314,11.7364766918441,0.000244990228627455,-0.00134067508340102,9.20861984335531E-05,2025-03-25 09:54:01.961314,-28.2356755931945,0.000244174048726615,-0.00130101320496223,9.9380788419622E-05,2025-03-25 10:22:34.754382,-28.2356755931945,0.0002446602785392,-0.00137233954745586,9.15233413606173E-05,2025-03-25 10:22:34.754382,False
509,0xd860,0xd878,0xc4a892a4,0x842e2e48,V1,V1,8,17.5,32.7038986800946,0.000245174424902808,-0.00139808440351641,8.70558390520968E-05,2025-05-30 15:21:17.091780,32.7038986800946,0.000245381867959595,0.00112586077142224,9.53669308966215E-05,2025-05-30 15:21:17.091780,11.8299382009613,0.000245053786726599,-0.00161626927106762,8.67093135181479E-05,2025-06-02 09:59:42.919238,11.8299382009613,0.000245394545179916,0.000963223965193716,9.51548821116969E-05,2025-06-02 09:59:42.919238,-28.0514229037919,0.000244344328953245,-0.00174622370536714,8.57932282677916E-05,2025-06-02 10:42:45.609587,-28.1715877012284,0.000245079652224571,0.000776541571225198,9.47273309511173E-05,2025-06-02 11:28:38.878563,False
510,0xd891,0xd8a9,0xd2a9fcee,0x3aaae214,V2,V2,24,13,23.2963302052338,0.00024545906137599,-0.00161731720515401,9.85749344254486E-05,2025-03-26 13:42:48.179568,23.3150225070573,0.000245025956461944,-0.000930682130301452,9.20685638352186E-05,2025-03-26 13:34:21.061425,11.5815976195926,0.000245592029857981,-0.00163914279204075,9.86576048323857E-05,2025-03-26 13:58:31.476873,11.5815976195926,0.000244337227830206,-0.00121636855919938,9.18376484430767E-05,2025-03-26 13:58:31.476873,-28.5748073548486,0.000245951391644014,-0.00171660521518324,9.8779059524179E-05,2025-03-26 14:29:11.768115,-28.5748073548486,0.000241776689053419,-0.00110166682969365,9.1910808194188E-05,2025-03-26 14:29:11.768115,False
511,0xd7ee,0xd7f3,0x8c2f979e,0x24af7d06,V1,V1,17,8.5,23.1441214618143,0.000245734105802597,-0.00121033982198782,9.60979508151842E-05,2025-03-25 09:21:39.309150,23.1441214618143,0.000246081737789279,-0.000865154445927663,9.77835733015872E-05,2025-03-25 09:21:39.309150,11.7364766918441,0.000245800166969429,-0.00124435504992609,9.60445349540614E-05,2025-03-25 09:54:01.977159,11.7364766918441,0.000245887321403496,-0.000901888245539384,9.76073512665073E-05,2025-03-25 09:54:01.977159,-28.2356755931945,0.000245818367684215,-0.00130848280889717,9.59026398812676E-05,2025-03-25 10:22:34.770855,-28.2356755931945,0.000244997297402921,-0.00094873346743718,9.71409647880897E-05,2025-03-25 10:22:34.770855,True
512,0xd7d4,0xd7b0,0x642fdfc1,0x4cabf28c,V1,V1,20.5,11,23.1441214618143,0.000246603136656899,-0.000898389362483487,9.89199425883209E-05,2025-03-25 09:21:39.317002,23.1441214618143,0.000245175705205895,-0.000761082653097323,0.000103351420554593,2025-03-25 09:21:39.317002,11.7364766918441,0.000246601384295465,-0.000903963062686974,9.90335814075018E-05,2025-03-25 09:54:01.985788,11.7364766918441,0.000245727297005925,-0.000788342770595807,0.000103549956890643,2025-03-25 09:54:01.985788,-28.2356755931945,0.00024640592957471,-0.000947356209491768,9.92399064400995E-05,2025-03-25 10:22:34.779836,-28.2356755931945,0.000247408037799875,-0.000660030580216464,0.00010429320636845,2025-03-25 10:22:34.779836,False
513,0xd782,0xd7a2,0xecab736e,0x8cad5be3,V1,V1,20,16.5,23.1441214618143,0.00024553300345444,-0.000912963278199008,9.70616514747942E-05,2025-03-25 09:21:39.324871,23.1441214618143,0.000246104464292706,-0.000787030602594552,9.72987079085548E-05,2025-03-25 09:21:39.324871,11.7364766918441,0.000244730443685062,-0.000953286757860883,9.69815988438112E-05,2025-03-25 09:54:01.996265,11.7364766918441,0.000246448398375691,-0.000787941126055181,9.74336392315417E-05,2025-03-25 09:54:01.996265,-28.2356755931945,0.000242221599293605,-0.000921853684560103,9.6862301264902E-05,2025-03-25 10:22:34.792709,-28.2356755931945,0.000247620755998904,-0.000773193493062818,9.79301345441241E-05,2025-03-25 10:22:34.792709,False
514,0xd71a,0xd744,0x44acc578,0xa4296419,V1,V1,10,11.5,23.2963302052338,0.00024531896073734,-0.00143132709138016,0.000100712518829206,2025-03-26 13:42:48.188232,22.6874952315557,0.000245149234345163,9.78062601090235E-05,8.97298130176234E-05,2025-05-20 10:55:00.370507,11.5815976195926,0.000245410117030717,-0.00150421062604739,0.000100753671424215,2025-03-26 13:58:31.486898,11.8566414892805,0.000245278206111738,-4.72590257716288E-05,8.93583389541421E-05,2025-05-20 11:13:08.331490,-28.5748073548486,0.000245522780997738,-0.00150163283080718,0.000100978530270958,2025-03-26 14:29:11.779452,-28.115510795758,0.000245669207047645,-0.000194370197065419,8.880533766742E-05,2025-05-20 11:44:06.497701,False
515,0xd892,0xd8aa,0x72a93318,0x72acfa4d,V2,V2,17,2.5,26.0574502174411,0.000245945597132288,-0.00110856192933051,9.6882595235727E-05,2025-06-16 11:27:45.809796,26.0574502174411,0.000245896797379507,4.96581827847398E-05,9.00090397063742E-05,2025-06-16 11:27:45.809796,11.7818722819867,0.000245703871334463,-0.00105254743496735,9.69509347666253E-05,2025-06-16 11:48:36.833353,11.7818722819867,0.000245326095955142,0.000121465312906688,8.99419849565949E-05,2025-06-16 11:48:36.833353,-28.0193789578088,0.000244912785700628,-0.00100427613078424,9.68570249320039E-05,2025-06-16 12:22:36.577012,-28.0193789578088,0.000244012262459011,0.000266228690455284,8.99036672640886E-05,2025-06-16 12:22:36.577012,False
516,0xd832,0xd85a,0xda2a4fe5,0xdaa873ab,V2,V2,6,11.5,23.1441214618143,0.000245672737248347,-0.000886009892471396,9.65659186605879E-05,2025-03-25 09:21:39.340501,23.1441214618143,0.000245982945260574,-0.000759537284549749,0.000104955393697017,2025-03-25 09:21:39.340501,11.7364766918441,0.000245859575162475,-0.000871060262634837,9.66107014735543E-05,2025-03-25 09:54:02.015927,11.7364766918441,0.000245976927269778,-0.000792958769257557,0.000105255074609916,2025-03-25 09:54:02.015927,-28.2356755931945,0.000246367012937638,-0.000956241217745957,9.66230739084539E-05,2025-03-25 10:22:34.816624,-28.2356755931945,0.000245775781817313,-0.00084304011968539,0.000105992969160062,2025-03-25 10:22:34.816624,True
517,0xd812,0xd817,0x4c2ce979,0x4c299e04,V1,V1,22.5,17,23.1441214618143,0.00024542679632327,-0.000495117058544103,9.92588339466809E-05,2025-03-25 09:21:39.348251,23.1441214618143,0.000245184727679385,-0.000303662854821918,9.31029794382593E-05,2025-03-25 09:21:39.348251,11.7364766918441,0.000245430782327709,-0.000466157627062536,9.93711567493424E-05,2025-03-25 09:54:02.025651,11.7364766918441,0.000244365488124454,-0.000319313768539165,9.28456312959311E-05,2025-03-25 09:54:02.025651,-28.2356755931945,0.000245654270303813,-0.000587097492503519,9.95051202038049E-05,2025-03-25 10:22:34.826807,-28.2356755931945,0.000242115529997954,-0.000315478965748739,9.21724948724267E-05,2025-03-25 10:22:34.826807,True
518,0xd80f,0xd818,0x8cae6449,0xa42f8cc4,V1,V1,10.5,13,23.838406958114,0.00024554979242548,-0.00135258340328676,9.41175743106631E-05,2025-03-25 15:43:06.339819,23.838406958114,0.000245236961211259,-0.00122771010893002,9.0929059704049E-05,2025-03-25 15:43:06.339819,11.805905241474,0.000245599981043431,-0.00133257733929459,9.43943810992692E-05,2025-03-25 15:57:32.856545,11.805905241474,0.000244899972932242,-0.0012043918672045,9.09446311609239E-05,2025-03-25 15:57:32.856545,-28.3051041428244,0.000246577786436715,-0.00130622106331807,9.61212988941726E-05,2025-03-26 08:47:34.926681,-28.1475547417411,0.000244054001909038,-0.00121064028396439,9.08516889801141E-05,2025-03-25 16:32:59.785013,False
